Source,Target
ORF14,PIGU
ORF14,AGPAT6
ORF14,SPTY2D1
ORF14,KIF18B
ORF14,EME1
ORF14,SGOL2
ORF14,CYB5A
ORF14,MOSPD2
ORF14,CYP51A1
ORF14,TMTC3
ORF14,TOR1AIP2
ORF14,AKR1C1
ORF14,DDX10
ORF14,CCDC71L
ORF14,DHCR7
ORF14,DKC1
ORF14,ZFC3H1
ORF14,ANO6
ORF14,STT3B
ORF14,ACSL3
ORF14,ABCA3
ORF14,HNRNPA3
ORF14,ALDH3A2
ORF14,FNDC3A
ORF14,RALY
ORF14,PDCD11
ORF14,RAB21
ORF14,SPEN
ORF14,RBM34
ORF14,ZNF292
ORF14,SETX
ORF14,RRP1B
ORF14,POGZ
ORF14,PHF8
ORF14,ANKLE2
ORF14,CLCC1
ORF14,WDR43
ORF14,UBXN4
ORF14,RRS1
ORF14,RRP12
ORF14,MGA
ORF14,DPY19L1
ORF14,DNAJC16
ORF14,ESYT1
ORF14,SMCHD1
ORF14,SUN1
ORF14,ZNF629
ORF14,PHF3
ORF14,TRAM1
ORF14,PES1
ORF14,TMEM131
ORF14,GTPBP4
ORF14,LEMD3
ORF14,ZMYND8
ORF14,PPIL2
ORF14,FKBP8
ORF14,PRPF6
ORF14,UBN2
ORF14,WDR72
ORF14,NIPBL
ORF14,C3orf17
ORF14,DCAF13
ORF14,AHCTF1
ORF14,TOR1AIP1
ORF14,RSL1D1
ORF14,GNL3
ORF14,AATF
ORF14,GJA1
ORF14,ZBTB11
ORF14,AHDC1
ORF14,RBMX
ORF14,UTP20
ORF14,RRP7A
ORF14,TMED8
ORF14,RABL3
ORF14,ATAD2
ORF14,SETD2
ORF14,ORMDL2
ORF14,GTF3C1
ORF14,GTF3C2
ORF14,GNL2
ORF14,BAZ2B
ORF14,GLTSCR2
ORF14,TNPO2
ORF14,HMOX2
ORF14,HNRNPL
ORF14,PRMT1
ORF14,INCENP
ORF14,ITGB1
ORF14,ITGB5
ORF14,STT3A
ORF14,ITPR3
ORF14,RBM12B
ORF14,KNOP1
ORF14,MCM5
ORF14,MKI67
ORF14,ABCC1
ORF14,NOP2
ORF14,NPC1
ORF14,NPM1
ORF14,ATP2A2
ORF14,NRD1
ORF14,ATP2B1
ORF14,NUCB1
ORF14,NUMA1
ORF14,NVL
ORF14,CISD2
ORF14,PARN
ORF14,SAR1B
ORF14,RSL24D1
ORF14,TEX264
ORF14,DDX41
ORF14,UBE2J1
ORF14,PPHLN1
ORF14,LARP7
ORF14,ESF1
ORF14,PIAS4
ORF14,DHRS7
ORF14,ARID4B
ORF14,PHF2
ORF14,POLE
ORF14,POR
ORF14,ATRX
ORF14,DNAJB12
ORF14,TRPM4
ORF14,ZNF280D
ORF14,TRPM7
ORF14,WDR55
ORF14,GON4L
ORF14,TOR4A
ORF14,TMEM214
ORF14,CDKAL1
ORF14,NOL8
ORF14,AUP1
ORF14,HEATR1
ORF14,RBM28
ORF14,LRRC8D
ORF14,TMEM33
ORF14,NAT10
ORF14,SMU1
ORF14,TYW1
ORF14,IMP3
ORF14,BRIX1
ORF14,ZGRF1
ORF14,LGR4
ORF14,MCM10
ORF14,VEZT
ORF14,ZNF280C
ORF14,DDX27
ORF14,NDC1
ORF14,TSR1
ORF14,PRR11
ORF14,ASH1L
ORF14,RCC2
ORF14,NKRF
ORF14,BCAP29
ORF14,MEPCE
ORF14,EMC7
ORF14,TM9SF3
ORF14,PSMB5
ORF14,CCDC47
ORF14,DDX24
ORF14,REXO4
ORF14,GPR126
ORF14,CBX8
ORF14,WDR18
ORF14,GRAMD1B
ORF14,USP36
ORF14,STIM2
ORF14,DHX37
ORF14,GRAMD1A
ORF14,CHD8
ORF14,ZNF317
ORF14,DDX55
ORF14,PTPN1
ORF14,ZBED5
ORF14,SCAF1
ORF14,CACTIN
ORF14,WIZ
ORF14,KDM5A
ORF14,RPL4
ORF14,RPL7A
ORF14,RPN1
ORF14,RPN2
ORF14,RPS3
ORF14,RRBP1
ORF14,SCD
ORF14,CLSPN
ORF14,RBM26
ORF14,SET
ORF14,BLM
ORF14,DNAJC1
ORF14,NOC3L
ORF14,NSD1
ORF14,ZNF106
ORF14,POLR1E
ORF14,DDX31
ORF14,NOL6
ORF14,SLC4A2
ORF14,SLC12A2
ORF14,SLC12A4
ORF14,DDRGK1
ORF14,SOAT1
ORF14,SREBF1
ORF14,SREBF2
ORF14,SRP14
ORF14,BRCA2
ORF14,SURF6
ORF14,ADAM17
ORF14,TCEB3
ORF14,TEAD1
ORF14,TOP2A
ORF14,TOP2B
ORF14,UBTF
ORF14,VRK2
ORF14,WHSC1
ORF14,XPC
ORF14,ZNF112
ORF14,DDX50
ORF14,MBOAT7
ORF14,NOL9
ORF14,E2F8
ORF14,SLTM
ORF14,EHMT1
ORF14,ATAD5
ORF14,UBXN8
ORF14,NOL10
ORF14,CHD9
ORF14,REEP4
ORF14,HM13
ORF14,TMX1
ORF14,NETO2
ORF14,LAS1L
ORF14,CAMLG
ORF14,CANX
ORF14,FZD6
ORF14,HIST1H2BO
ORF14,ZNF644
ORF14,CHD6
ORF14,POLDIP3
ORF14,L3MBTL3
ORF14,ATRN
ORF14,SMARCA5
ORF14,PIGO
ORF14,AGPAT9
ORF14,BUD13
ORF14,TMEM209
ORF14,FAM207A
ORF14,NOP14
ORF14,ABCC3
ORF14,ADAM9
ORF14,RAB11A
ORF14,DDX18
ORF14,PRPF4B
ORF14,STBD1
ORF14,BAZ1B
ORF14,ACBD5
ORF14,EXO1
ORF14,MYADM
ORF14,SCAF11
ORF14,OSMR
ORF14,ZMYM3
ORF14,VAPB
ORF14,VAPA
ORF14,NOLC1
ORF14,MMGT1
ORF14,TXNL1
ORF14,PPIG
ORF14,RECQL5
ORF14,FADS2
ORF14,DDX23
ORF14,CDYL
ORF14,ABCG2
ORF14,SCARB1
ORF14,ZNF592
ORF14,MICAL2
ORF14,MDC1
ORF14,PHF14
ORF14,USP34
ORF14,BMS1
ORF14,POM121
ORF14,RBM19
ORF14,DCLRE1A
ORF14,MED12
ORF3a,GNPDA1
ORF3a,OCLN
ORF3a,ABCB6
ORF3a,SCAMP3
ORF3a,ATP9A
ORF3a,ARPC1B
ORF3a,CTDSP2
ORF3a,PREB
ORF3a,LPCAT3
ORF3a,ABCC4
ORF3a,ZMPSTE24
ORF3a,BET1
ORF3a,PRMT5
ORF3a,CDIPT
ORF3a,TOMM40
ORF3a,SEC23A
ORF3a,ARL6IP5
ORF3a,ARPC1A
ORF3a,SPTLC1
ORF3a,TBL3
ORF3a,YKT6
ORF3a,SPINT2
ORF3a,CES1
ORF3a,SLC12A7
ORF3a,WDR4
ORF3a,TUBGCP2
ORF3a,WDR3
ORF3a,RAB10
ORF3a,CKAP4
ORF3a,IMMT
ORF3a,SLC27A4
ORF3a,RAB35
ORF3a,RCC1
ORF3a,RER1
ORF3a,SUPT16H
ORF3a,ACOT7
ORF3a,GPRIN1
ORF3a,OSBPL8
ORF3a,AP2M1
ORF3a,CLCN7
ORF3a,CLPTM1
ORF3a,LRIG3
ORF3a,CLTC
ORF3a,NEDD1
ORF3a,ABCC2
ORF3a,PIGU
ORF3a,COPA
ORF3a,DCBLD2
ORF3a,COX15
ORF3a,CPD
ORF3a,CPT1A
ORF3a,AGPAT6
ORF3a,SLC25A10
ORF3a,TMEM56
ORF3a,CXADR
ORF3a,CYB5A
ORF3a,CYBA
ORF3a,VKORC1L1
ORF3a,CYP51A1
ORF3a,TMTC3
ORF3a,DARS
ORF3a,DDB1
ORF3a,DDB2
ORF3a,DDOST
ORF3a,DHCR7
ORF3a,DHCR24
ORF3a,DYNC1I2
ORF3a,JAG1
ORF3a,ECE1
ORF3a,S1PR3
ORF3a,ANO6
ORF3a,EIF2S1
ORF3a,EIF2S3
ORF3a,EPHA2
ORF3a,EIF4A1
ORF3a,TMEM201
ORF3a,STT3B
ORF3a,STOM
ORF3a,EPHX1
ORF3a,ERBB2
ORF3a,FBL
ORF3a,ACSL3
ORF3a,FAT1
ORF3a,LRWD1
ORF3a,ALDOA
ORF3a,FNDC3A
ORF3a,EPN2
ORF3a,SACM1L
ORF3a,ATF6
ORF3a,PTGR1
ORF3a,ABCB7
ORF3a,RAB21
ORF3a,PDXDC1
ORF3a,ANKLE2
ORF3a,CLCC1
ORF3a,EFR3A
ORF3a,UBXN4
ORF3a,GANAB
ORF3a,AKR1B1
ORF3a,BOP1
ORF3a,MGRN1
ORF3a,DPY19L1
ORF3a,VPS39
ORF3a,DNAJC16
ORF3a,SUN1
ORF3a,TRAM1
ORF3a,TMEM131
ORF3a,SLC39A14
ORF3a,RPL13A
ORF3a,NNT
ORF3a,ACOT9
ORF3a,PLD3
ORF3a,SLC7A11
ORF3a,TMEM2
ORF3a,TMEM245
ORF3a,FKBP8
ORF3a,LCLAT1
ORF3a,FZD2
ORF3a,WDR72
ORF3a,C1orf43
ORF3a,ZDHHC5
ORF3a,GORASP2
ORF3a,APPL1
ORF3a,TBL2
ORF3a,AMFR
ORF3a,NBEA
ORF3a,GHITM
ORF3a,PRPF19
ORF3a,GLG1
ORF3a,GOLGA2
ORF3a,GOLGA4
ORF3a,RNF149
ORF3a,FLVCR1
ORF3a,SLC25A4
ORF3a,CPSF1
ORF3a,SEC61A1
ORF3a,CERS2
ORF3a,ERO1L
ORF3a,HADHB
ORF3a,HLA-A
ORF3a,HMGCR
ORF3a,APBB2
ORF3a,PRMT1
ORF3a,UBAC2
ORF3a,SLC35B2
ORF3a,AMIGO2
ORF3a,IGF2R
ORF3a,IMPA1
ORF3a,EIF6
ORF3a,ITGB5
ORF3a,STT3A
ORF3a,JAK1
ORF3a,TMEM205
ORF3a,ARF1
ORF3a,ARF4
ORF3a,ARF5
ORF3a,ARHGDIA
ORF3a,FADS1
ORF3a,ARL1
ORF3a,LNPEP
ORF3a,LRP4
ORF3a,CUEDC1
ORF3a,LRP6
ORF3a,LRP5
ORF3a,MCM5
ORF3a,RAB8A
ORF3a,MET
ORF3a,MFGE8
ORF3a,MGST1
ORF3a,ABCC1
ORF3a,CYTB
ORF3a,NARS
ORF3a,NEO1
ORF3a,ATP1A1
ORF3a,PNP
ORF3a,NPC1
ORF3a,ATP2A2
ORF3a,ATP2B1
ORF3a,ROR1
ORF3a,CISD2
ORF3a,ATP2B4
ORF3a,OSBP
ORF3a,P4HB
ORF3a,FURIN
ORF3a,PAFAH1B1
ORF3a,PCDH9
ORF3a,RPS27L
ORF3a,TMX2
ORF3a,HSD17B11
ORF3a,BET1L
ORF3a,TEX264
ORF3a,EIF3L
ORF3a,GULP1
ORF3a,UBE2J1
ORF3a,PTPLAD1
ORF3a,RAB14
ORF3a,DHRS7
ORF3a,WWOX
ORF3a,RAB8B
ORF3a,PFKP
ORF3a,PLD1
ORF3a,PLRG1
ORF3a,ATP7A
ORF3a,SLC38A2
ORF3a,NLE1
ORF3a,POR
ORF3a,ZDHHC13
ORF3a,EPB41L4B
ORF3a,TMEM106B
ORF3a,DNAJB12
ORF3a,PPIB
ORF3a,TOR4A
ORF3a,TMEM214
ORF3a,CDKAL1
ORF3a,SEMA4C
ORF3a,SLC35F6
ORF3a,AUP1
ORF3a,TMEM33
ORF3a,ARL8B
ORF3a,NAT10
ORF3a,SMU1
ORF3a,STEAP3
ORF3a,KIRREL
ORF3a,TYW1
ORF3a,AGPAT5
ORF3a,LGR4
ORF3a,BMP2K
ORF3a,FERMT1
ORF3a,SMPD4
ORF3a,NDC1
ORF3a,C1orf106
ORF3a,PRR11
ORF3a,PRKCI
ORF3a,TMEM165
ORF3a,GPRC5C
ORF3a,AXL
ORF3a,RCC2
ORF3a,PCDHB13
ORF3a,EMC7
ORF3a,UGGT1
ORF3a,TM9SF3
ORF3a,PSMB5
ORF3a,CCDC47
ORF3a,PSMC1
ORF3a,AGTRAP
ORF3a,PSMD3
ORF3a,GOPC
ORF3a,ATP13A1
ORF3a,SLC39A10
ORF3a,GPR126
ORF3a,WDR18
ORF3a,TBC1D24
ORF3a,NCEH1
ORF3a,FAM135A
ORF3a,DIP2B
ORF3a,STIM2
ORF3a,GRAMD1A
ORF3a,PTPN1
ORF3a,CYP4F11
ORF3a,PTPRJ
ORF3a,PWP2
ORF3a,RAB1A
ORF3a,RAB2A
ORF3a,RAB13
ORF3a,RAB5C
ORF3a,RAC1
ORF3a,RECQL
ORF3a,RP2
ORF3a,RPL3
ORF3a,RPL7
ORF3a,RPL7A
ORF3a,RPL8
ORF3a,RPL9
ORF3a,RPL12
ORF3a,RPL13
ORF3a,RPL18
ORF3a,RPL18A
ORF3a,RPL21
ORF3a,RPL22
ORF3a,RPL26
ORF3a,RPL27
ORF3a,RPL30
ORF3a,RPL27A
ORF3a,RPL35A
ORF3a,RPL36AL
ORF3a,RPL37A
ORF3a,RPN1
ORF3a,RPN2
ORF3a,RPS3
ORF3a,RPS4X
ORF3a,RPS6
ORF3a,RPS7
ORF3a,RPS9
ORF3a,RPS11
ORF3a,RPS16
ORF3a,RPS24
ORF3a,RPS26
ORF3a,RPS27
ORF3a,RPS27A
ORF3a,SCD
ORF3a,SEC13
ORF3a,DNAJC1
ORF3a,VPS16
ORF3a,SHB
ORF3a,ACBD3
ORF3a,C16orf58
ORF3a,SLC1A5
ORF3a,SLC2A1
ORF3a,SLC4A2
ORF3a,GPR89A
ORF3a,SLC12A2
ORF3a,SLC12A4
ORF3a,SLC16A1
ORF3a,BMPR2
ORF3a,FSCN1
ORF3a,SNRPD1
ORF3a,SOAT1
ORF3a,SORD
ORF3a,SRC
ORF3a,SREBF1
ORF3a,SREBF2
ORF3a,SSR4
ORF3a,STX5
ORF3a,STXBP3
ORF3a,ADAM17
ORF3a,TCP1
ORF3a,TFRC
ORF3a,HSP90B1
ORF3a,SLC35A2
ORF3a,VDAC2
ORF3a,VDAC3
ORF3a,VRK2
ORF3a,MYRF
ORF3a,CA12
ORF3a,LRP8
ORF3a,RAB7A
ORF3a,CAD
ORF3a,DERL1
ORF3a,MBOAT7
ORF3a,DDX39B
ORF3a,RHBDF2
ORF3a,KIAA0319L
ORF3a,UBXN8
ORF3a,NOL10
ORF3a,ERMP1
ORF3a,AAAS
ORF3a,HM13
ORF3a,SLC38A1
ORF3a,TMX1
ORF3a,UNC93B1
ORF3a,NETO2
ORF3a,RAB1B
ORF3a,RAB34
ORF3a,MAGT1
ORF3a,WDR75
ORF3a,UTP15
ORF3a,ATRN
ORF3a,USP32
ORF3a,PIGO
ORF3a,AGPAT9
ORF3a,CIRH1A
ORF3a,TMEM209
ORF3a,PKP4
ORF3a,DGKE
ORF3a,GFM1
ORF3a,NUMB
ORF3a,DYNLL1
ORF3a,EIF3B
ORF3a,ABCC3
ORF3a,SERPINH1
ORF3a,SNX3
ORF3a,ADAM9
ORF3a,RAB11A
ORF3a,SGPL1
ORF3a,SLC5A6
ORF3a,SERPINB12
ORF3a,STBD1
ORF3a,MPZL1
ORF3a,GPRC5A
ORF3a,MCU
ORF3a,DPP9
ORF3a,SLC16A3
ORF3a,HGS
ORF3a,NEMF
ORF3a,MYADM
ORF3a,OSMR
ORF3a,BUB3
ORF3a,RFT1
ORF3a,DDX21
ORF3a,XPR1
ORF3a,VAPB
ORF3a,VAPA
ORF3a,DHRS3
ORF3a,NUMBL
ORF3a,COPB2
ORF3a,TRIP11
ORF3a,RPL23
ORF3a,TXNL1
ORF3a,ZFYVE9
ORF3a,TM9SF2
ORF3a,FADS2
ORF3a,ABCG2
ORF3a,SLC4A7
ORF3a,SCARB1
ORF3a,SCAMP1
ORF3a,TECR
ORF3a,MPDU1
ORF3a,GOSR1
ORF3a,TP53I11
ORF3a,SEC22B
ORF3a,VPS26A
ORF3a,CD44
ORF3a,SEC24C
ORF3a,MICAL2
ORF3a,HERPUD1
ORF3a,TM9SF4
ORF3a,SNX17
ORF3a,SPCS2
ORF3a,LRBA
ORF3a,MRC2
ORF3a,WDR1
ORF3a,CDC42
ORF3a,SLC12A6
ORF3b,OCLN
ORF3b,SCAMP3
ORF3b,CTDSP2
ORF3b,STX6
ORF3b,ZMPSTE24
ORF3b,BET1
ORF3b,TIMM44
ORF3b,VTI1B
ORF3b,ARFGEF2
ORF3b,ARFGEF1
ORF3b,TGOLN2
ORF3b,YKT6
ORF3b,SPINT2
ORF3b,CES1
ORF3b,SLC12A7
ORF3b,CLPX
ORF3b,ERLIN2
ORF3b,VPS45
ORF3b,EXOC3
ORF3b,OSBPL11
ORF3b,AP2M1
ORF3b,CLPTM1
ORF3b,LRIG3
ORF3b,CLTC
ORF3b,PIGU
ORF3b,DCBLD2
ORF3b,COX5B
ORF3b,CPD
ORF3b,LYSMD4
ORF3b,RUNDC1
ORF3b,CXADR
ORF3b,ANKRD46
ORF3b,VPS13B
ORF3b,FAM91A1
ORF3b,CYP51A1
ORF3b,TMTC3
ORF3b,DENND5B
ORF3b,DAPK1
ORF3b,DARS
ORF3b,DBT
ORF3b,AP1B1
ORF3b,DDB1
ORF3b,AKR1C1
ORF3b,DMXL1
ORF3b,DHCR7
ORF3b,JAG1
ORF3b,SLC26A2
ORF3b,ECE1
ORF3b,S1PR3
ORF3b,EIF2S1
ORF3b,EPHA2
ORF3b,PIKFYVE
ORF3b,STT3B
ORF3b,DENND6A
ORF3b,FAM219A
ORF3b,STOM
ORF3b,ETFA
ORF3b,FAT1
ORF3b,ALDOA
ORF3b,COG2
ORF3b,EPN2
ORF3b,MON2
ORF3b,PDXDC1
ORF3b,GGA3
ORF3b,GANAB
ORF3b,PSME4
ORF3b,FLOT2
ORF3b,EXOC6B
ORF3b,KIF13B
ORF3b,WDR7
ORF3b,ANGEL1
ORF3b,SLC39A14
ORF3b,CDC42EP4
ORF3b,ACOT9
ORF3b,ARFIP2
ORF3b,SLC7A11
ORF3b,TMEM2
ORF3b,TBC1D22A
ORF3b,YIPF3
ORF3b,RNF19A
ORF3b,SGMS1
ORF3b,PVRL3
ORF3b,TMEM87A
ORF3b,GORASP2
ORF3b,LRP10
ORF3b,APPL1
ORF3b,ARFGAP3
ORF3b,MYOF
ORF3b,NBEA
ORF3b,GJA1
ORF3b,ERLEC1
ORF3b,RABGEF1
ORF3b,GLG1
ORF3b,GOLGA1
ORF3b,GOLGA4
ORF3b,FAM177A1
ORF3b,RNF149
ORF3b,ERO1L
ORF3b,HADHA
ORF3b,APBB2
ORF3b,AGFG2
ORF3b,PRMT1
ORF3b,IDE
ORF3b,IFNGR1
ORF3b,AMIGO2
ORF3b,IGF2R
ORF3b,APP
ORF3b,ITGA3
ORF3b,ITGB1
ORF3b,ITGB5
ORF3b,STT3A
ORF3b,JAK1
ORF3b,TMEM205
ORF3b,MIA3
ORF3b,ARF4
ORF3b,LAMB1
ORF3b,LAMB2
ORF3b,LNPEP
ORF3b,CUEDC1
ORF3b,LRP6
ORF3b,LRP5
ORF3b,LRPAP1
ORF3b,MCM5
ORF3b,MET
ORF3b,ABCC1
ORF3b,MYO5A
ORF3b,NDUFA10
ORF3b,NDUFS1
ORF3b,NDUFV2
ORF3b,NDUFV3
ORF3b,NEO1
ORF3b,ATP2A2
ORF3b,ROR1
ORF3b,NUCB1
ORF3b,NUCB2
ORF3b,ATP5A1
ORF3b,P4HB
ORF3b,FURIN
ORF3b,PCDH9
ORF3b,CRIM1
ORF3b,BET1L
ORF3b,ZDHHC3
ORF3b,MRPS17
ORF3b,GULP1
ORF3b,WWOX
ORF3b,PEX13
ORF3b,PFAS
ORF3b,PLD1
ORF3b,ATP7A
ORF3b,ZDHHC13
ORF3b,TMEM106B
ORF3b,UHRF1BP1
ORF3b,SEMA4C
ORF3b,TRMT10C
ORF3b,CCDC186
ORF3b,TMEM33
ORF3b,APPL2
ORF3b,STEAP3
ORF3b,KIRREL
ORF3b,PI4K2B
ORF3b,PI4K2A
ORF3b,LGR4
ORF3b,BMP2K
ORF3b,ZDHHC7
ORF3b,WDR11
ORF3b,CDK5RAP2
ORF3b,TBC1D23
ORF3b,CISD1
ORF3b,GPRC5C
ORF3b,RCC2
ORF3b,PSAP
ORF3b,UGGT1
ORF3b,TM9SF3
ORF3b,PSMB5
ORF3b,PSMC1
ORF3b,GOPC
ORF3b,SCYL3
ORF3b,GPR126
ORF3b,RHBDD2
ORF3b,FAM135A
ORF3b,RIC1
ORF3b,PTPRJ
ORF3b,SMAP1
ORF3b,RPL7
ORF3b,RPL7A
ORF3b,RPL8
ORF3b,RPL9
ORF3b,RPL18A
ORF3b,RPL21
ORF3b,RPL35A
ORF3b,RPN1
ORF3b,RPN2
ORF3b,RPS3
ORF3b,UBE2O
ORF3b,SDHA
ORF3b,SMOC1
ORF3b,RBSN
ORF3b,SHB
ORF3b,SHMT2
ORF3b,ACBD3
ORF3b,SLC30A5
ORF3b,NBEAL1
ORF3b,SLC1A5
ORF3b,SLC4A2
ORF3b,SLC12A2
ORF3b,SLC12A4
ORF3b,PLEKHA3
ORF3b,FSCN1
ORF3b,SNRPD1
ORF3b,SRC
ORF3b,STX5
ORF3b,ADAM17
ORF3b,TFRC
ORF3b,TMF1
ORF3b,HSP90B1
ORF3b,SLC35A2
ORF3b,MYRF
ORF3b,YES1
ORF3b,CA12
ORF3b,ZNF112
ORF3b,SLC30A1
ORF3b,LRP8
ORF3b,RAB7A
ORF3b,REEP5
ORF3b,CAD
ORF3b,MBOAT7
ORF3b,DDX39B
ORF3b,GCC1
ORF3b,KIAA0319L
ORF3b,SLC35F5
ORF3b,AAAS
ORF3b,SLC38A1
ORF3b,NETO2
ORF3b,SPRY4
ORF3b,RAB1B
ORF3b,USP11
ORF3b,ANKRD27
ORF3b,SLC41A2
ORF3b,ANTXR1
ORF3b,CHD6
ORF3b,HOOK3
ORF3b,USP32
ORF3b,PIGO
ORF3b,PLEKHA8
ORF3b,TMEM87B
ORF3b,BLZF1
ORF3b,BHLHE40
ORF3b,NUMB
ORF3b,VAMP8
ORF3b,STX10
ORF3b,SNX3
ORF3b,GBF1
ORF3b,ADAM9
ORF3b,RAB11A
ORF3b,SUCLA2
ORF3b,CPNE1
ORF3b,DPP9
ORF3b,MTMR6
ORF3b,HGS
ORF3b,MYADM
ORF3b,AP4M1
ORF3b,OSMR
ORF3b,DDX21
ORF3b,GORAB
ORF3b,COPB2
ORF3b,TRIP11
ORF3b,VAMP3
ORF3b,TXNL1
ORF3b,ZFYVE9
ORF3b,SLC4A7
ORF3b,SCARB1
ORF3b,NPEPPS
ORF3b,SCAMP1
ORF3b,TECR
ORF3b,GOSR1
ORF3b,PDIA4
ORF3b,CD44
ORF3b,GCC2
ORF3b,KIAA0430
ORF3b,CLINT1
ORF3b,TM9SF4
ORF3b,SNX17
ORF3b,RUSC2
ORF3b,LRBA
ORF3b,MRC2
ORF3b,GOLGA5
ORF3b,SLC12A6
ORF6,POM121C
ORF6,SCAMP3
ORF6,ARPC1B
ORF6,PREB
ORF6,LRPPRC
ORF6,AKAP9
ORF6,ABCC4
ORF6,ZMPSTE24
ORF6,BET1
ORF6,PRMT5
ORF6,SEC24B
ORF6,TIMM44
ORF6,NXF1
ORF6,SEC23A
ORF6,ARL6IP5
ORF6,YKT6
ORF6,SPINT2
ORF6,CES1
ORF6,YME1L1
ORF6,SEC24A
ORF6,CLPX
ORF6,YIF1A
ORF6,TMED2
ORF6,CKAP4
ORF6,RAB35
ORF6,TDRKH
ORF6,RER1
ORF6,NUPL2
ORF6,CEP250
ORF6,SEC23IP
ORF6,CHP1
ORF6,PHB2
ORF6,ACOT7
ORF6,HAUS1
ORF6,AP2M1
ORF6,CLPTM1
ORF6,LRIG3
ORF6,CLTC
ORF6,PLIN2
ORF6,ABCC2
ORF6,CANT1
ORF6,PIGU
ORF6,NUP35
ORF6,COPA
ORF6,COX5B
ORF6,NADK2
ORF6,CPS1
ORF6,CPT1A
ORF6,AGPAT6
ORF6,SLC25A10
ORF6,RUNDC1
ORF6,SLC30A7
ORF6,CYB5A
ORF6,VKORC1L1
ORF6,VPS13B
ORF6,CYP51A1
ORF6,DAB2
ORF6,TMTC3
ORF6,DAG1
ORF6,DARS
ORF6,DBT
ORF6,TOR1AIP2
ORF6,DDB1
ORF6,CCDC138
ORF6,DDOST
ORF6,DHCR7
ORF6,DLD
ORF6,DYNC1I2
ORF6,SLC26A2
ORF6,S1PR3
ORF6,ANO6
ORF6,EIF2S1
ORF6,EPHA2
ORF6,TMEM201
ORF6,EMD
ORF6,STT3B
ORF6,STOM
ORF6,EPHX1
ORF6,ETFA
ORF6,ALAS1
ORF6,ACSL3
ORF6,FAT1
ORF6,ALDOA
ORF6,COG2
ORF6,FNDC3A
ORF6,SEC31A
ORF6,TRAPPC8
ORF6,EPN2
ORF6,PTGR1
ORF6,RAB21
ORF6,USP33
ORF6,PDXDC1
ORF6,MYCBP2
ORF6,ANKLE2
ORF6,UBXN4
ORF6,FAF2
ORF6,VPS13A
ORF6,SCFD1
ORF6,CLEC16A
ORF6,UBR4
ORF6,SUN1
ORF6,ANGEL1
ORF6,TRAM1
ORF6,TMEM131
ORF6,NUP188
ORF6,SLC39A14
ORF6,NNT
ORF6,LEMD3
ORF6,ACOT9
ORF6,NUP62
ORF6,PLD3
ORF6,SLC7A11
ORF6,TMEM2
ORF6,TMEM245
ORF6,FKBP8
ORF6,LCLAT1
ORF6,WDR72
ORF6,RHBDD3
ORF6,COG4
ORF6,YIPF3
ORF6,GORASP2
ORF6,APPL1
ORF6,TOR1AIP1
ORF6,LDLRAP1
ORF6,ERAL1
ORF6,ARFGAP3
ORF6,GDI2
ORF6,AMFR
ORF6,COPG2
ORF6,GLE1
ORF6,GLG1
ORF6,GLS
ORF6,GOLGA2
ORF6,SPRYD4
ORF6,TMED8
ORF6,RNF149
ORF6,RABL3
ORF6,CCDC22
ORF6,ACAD9
ORF6,GRSF1
ORF6,HSD17B10
ORF6,HADHA
ORF6,AGFG2
ORF6,PRMT1
ORF6,AMIGO2
ORF6,IGF2R
ORF6,ITGB1
ORF6,EIF6
ORF6,ITGB5
ORF6,STT3A
ORF6,ITPR3
ORF6,ARCN1
ORF6,TMEM205
ORF6,FAM73A
ORF6,ARF1
ORF6,ARF4
ORF6,KIF11
ORF6,KPNB1
ORF6,LMAN1
ORF6,SNX19
ORF6,LMNB1
ORF6,LRP6
ORF6,MCM5
ORF6,MDH2
ORF6,RAB8A
ORF6,ABCC1
ORF6,NDUFS1
ORF6,NDUFS2
ORF6,NDUFV2
ORF6,NDUFV3
ORF6,ATP1A1
ORF6,NPC1
ORF6,ATP2A2
ORF6,ATP2B1
ORF6,NUP98
ORF6,CISD2
ORF6,ATP5A1
ORF6,FURIN
ORF6,PAFAH1B1
ORF6,ITSN2
ORF6,PNPLA8
ORF6,ATP5C1
ORF6,PCDH9
ORF6,TMX2
ORF6,PCNT
ORF6,HSD17B11
ORF6,BET1L
ORF6,ZDHHC3
ORF6,TEX264
ORF6,ANAPC5
ORF6,GULP1
ORF6,RAB14
ORF6,NBAS
ORF6,ERGIC3
ORF6,CDK5RAP1
ORF6,WWOX
ORF6,RAB8B
ORF6,PEX13
ORF6,NUP54
ORF6,SLC38A2
ORF6,POR
ORF6,ZDHHC13
ORF6,PPIB
ORF6,TMEM214
ORF6,CDKAL1
ORF6,MKS1
ORF6,TRMT10C
ORF6,C17orf80
ORF6,AUP1
ORF6,TMEM33
ORF6,APPL2
ORF6,ARL8B
ORF6,SMU1
ORF6,TYW1
ORF6,PI4K2B
ORF6,DDX19A
ORF6,PI4K2A
ORF6,LGR4
ORF6,BMP2K
ORF6,VEZT
ORF6,SMPD4
ORF6,SLC30A6
ORF6,VAC14
ORF6,NDC1
ORF6,CEP72
ORF6,CDK5RAP2
ORF6,PRR11
ORF6,CISD1
ORF6,PRKDC
ORF6,RCC2
ORF6,PCDHB13
ORF6,SAR1A
ORF6,EMC7
ORF6,TM9SF3
ORF6,PSMB5
